Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total
4100120,4100,RKO,Korea,120,DZA,Algeria,3627
4100240,4100,RKO,Korea,240,AGO,Angola,214044
4100380,4100,RKO,Korea,380,AZE,Azerbaijan,89882
4100500,4100,RKO,Korea,500,BGD,Bangladesh,524594
41008050,4100,RKO,Korea,8050,BLR,Belarus,3971
41002040,4100,RKO,Korea,2040,BEN,Benin,24516
4100640,4100,RKO,Korea,640,BTN,Bhutan,16875
4100680,4100,RKO,Korea,680,BOL,Bolivia,91613
4100760,4100,RKO,Korea,760,BRA,Brazil,1594
41008540,4100,RKO,Korea,8540,BFA,Burkina Faso,88270
41001080,4100,RKO,Korea,1080,BDI,Burundi,7237
41004060,4100,RKO,Korea,4060,KHM,Cambodia,3201644
41001200,4100,RKO,Korea,1200,CMR,Cameroon,74252
41001400,4100,RKO,Korea,1400,CAF,Central African Republic,2673
41001480,4100,RKO,Korea,1480,TCD,Chad,17279
41001560,4100,RKO,Korea,1560,CHN,China,161618
41001700,4100,RKO,Korea,1700,COL,Colombia,3858081
41001740,4100,RKO,Korea,1740,COM,Comoros,7237
41008920,4100,RKO,Korea,8920,COD,Democratic Republic of the Congo,114004
41002140,4100,RKO,Korea,2140,DOM,Dominican Republic,245859
41002180,4100,RKO,Korea,2180,ECU,Ecuador,576159
41002200,4100,RKO,Korea,2200,EGY,Egypt,338743
41002220,4100,RKO,Korea,2220,SLV,El Salvador,604147
41002260,4100,RKO,Korea,2260,GNQ,Equatorial Guinea,5555
41002300,4100,RKO,Korea,2300,ETH,Ethiopia,1264638
41002420,4100,RKO,Korea,2420,FJI,Fiji,7006
41002700,4100,RKO,Korea,2700,GMB,Gambia,15877
41002720,4100,RKO,Korea,2720,GEO,Georgia,8372
41002880,4100,RKO,Korea,2880,GHA,Ghana,98826
41003200,4100,RKO,Korea,3200,GTM,Guatemala,589099
41003240,4100,RKO,Korea,3240,GIN,Guinea,17279
41003320,4100,RKO,Korea,3320,HTI,Haiti,1184718
41003560,4100,RKO,Korea,3560,IND,India,46527
41003600,4100,RKO,Korea,3600,IDN,Indonesia,1252069
41003640,4100,RKO,Korea,3640,IRN,Iran (Islamic Republic of),1356
41003680,4100,RKO,Korea,3680,IRQ,Iraq,1770999
41004000,4100,RKO,Korea,4000,JOR,Jordan,158625
41004020,4100,RKO,Korea,4020,KAZ,Kazakhstan,82396
41004040,4100,RKO,Korea,4040,KEN,Kenya,262518
41004160,4100,RKO,Korea,4160,KGZ,Kyrgyzstan,121845
41004180,4100,RKO,Korea,4180,LAO,Lao People's Democratic Republic,538637
41004260,4100,RKO,Korea,4260,LSO,Lesotho,27407
41004300,4100,RKO,Korea,4300,LBR,Liberia,34490
41004340,4100,RKO,Korea,4340,LBY,Libya,3563
41004500,4100,RKO,Korea,4500,MDG,Madagascar,43621
41004540,4100,RKO,Korea,4540,MWI,Malawi,232675
41004580,4100,RKO,Korea,4580,MYS,Malaysia,15760
41004620,4100,RKO,Korea,4620,MDV,Maldives,24516
41004660,4100,RKO,Korea,4660,MLI,Mali,121716
41004845,4100,RKO,Korea,4845,FSM,Micronesia,1313
41004960,4100,RKO,Korea,4960,MNG,Mongolia,2305737
41005040,4100,RKO,Korea,5040,MAR,Morocco,550130
41005080,4100,RKO,Korea,5080,MOZ,Mozambique,35863
41001040,4100,RKO,Korea,1040,MMR,Myanmar,266256
41005240,4100,RKO,Korea,5240,NPL,Nepal,1283449
41005580,4100,RKO,Korea,5580,NIC,Nicaragua,13057
41005620,4100,RKO,Korea,5620,NER,Niger,12258
41005660,4100,RKO,Korea,5660,NGA,Nigeria,1374634
41005860,4100,RKO,Korea,5860,PAK,Pakistan,322740
41005980,4100,RKO,Korea,5980,PNG,Papua New Guinea,4922
41006000,4100,RKO,Korea,6000,PRY,Paraguay,804771
41006040,4100,RKO,Korea,6040,PER,Peru,755840
41006080,4100,RKO,Korea,6080,PHL,Philippines,2453227
41006220,4100,RKO,Korea,6220,MDA,Republic of Moldova,8302
41006460,4100,RKO,Korea,6460,RWA,Rwanda,398150
41006560,4100,RKO,Korea,6560,KNA,Saint Kitts and Nevis,22589
41006860,4100,RKO,Korea,6860,SEN,Senegal,899807
41006940,4100,RKO,Korea,6940,SLE,Sierra Leone,8236
4100900,4100,RKO,Korea,900,SLB,Solomon Islands,11996
41007100,4100,RKO,Korea,7100,ZAF,South Africa,42561
41007340,4100,RKO,Korea,7340,LKA,Sri Lanka,2171679
41007290,4100,RKO,Korea,7290,SDN,Sudan,2355
41007610,4100,RKO,Korea,7610,TJK,Tajikistan,9828
41007640,4100,RKO,Korea,7640,THA,Thailand,478039
41006260,4100,RKO,Korea,6260,TLS,Timor-Leste,779805
41007680,4100,RKO,Korea,7680,TGO,Togo,3619
41007760,4100,RKO,Korea,7760,TON,Tonga,855
41007880,4100,RKO,Korea,7880,TUN,Tunisia,232493
41007920,4100,RKO,Korea,7920,TUR,Turkey,452
41007940,4100,RKO,Korea,7940,TKM,Turkmenistan,27631
41007780,4100,RKO,Korea,7780,TUV,Tuvalu,17279
41008000,4100,RKO,Korea,8000,UGA,Uganda,131652
41008070,4100,RKO,Korea,8070,UKR,Ukraine,12966
41007620,4100,RKO,Korea,7620,TZA,United Republic of Tanzania,202901
41008600,4100,RKO,Korea,8600,UZB,Uzbekistan,789154
41008620,4100,RKO,Korea,8620,VEN,Venezuela,999
41008680,4100,RKO,Korea,8680,VNM,Viet Nam,1893872
41008850,4100,RKO,Korea,8850,YEM,Yemen,41916
41008940,4100,RKO,Korea,8940,ZMB,Zambia,41111
41007160,4100,RKO,Korea,7160,ZWE,Zimbabwe,153027
41401320,4140,KWT,Kuwait,1320,CPV,Cabo Verde,980822
41402200,4140,KWT,Kuwait,2200,EGY,Egypt,124131
41403240,4140,KWT,Kuwait,3240,GIN,Guinea,183987
41403680,4140,KWT,Kuwait,3680,IRQ,Iraq,857355
41404220,4140,KWT,Kuwait,4220,LBN,Lebanon,625422
41407340,4140,KWT,Kuwait,7340,LKA,Sri Lanka,108948
41407290,4140,KWT,Kuwait,7290,SDN,Sudan,1346518
4420320,4420,LUX,Luxembourg,320,ARG,Argentina,12052
4420340,4420,LUX,Luxembourg,340,ARM,Armenia,17870
4420380,4420,LUX,Luxembourg,380,AZE,Azerbaijan,8807
4420500,4420,LUX,Luxembourg,500,BGD,Bangladesh,235698
44202040,4420,LUX,Luxembourg,2040,BEN,Benin,20671
4420680,4420,LUX,Luxembourg,680,BOL,Bolivia,77307
4420760,4420,LUX,Luxembourg,760,BRA,Brazil,330555
44208540,4420,LUX,Luxembourg,8540,BFA,Burkina Faso,1818404
44201080,4420,LUX,Luxembourg,1080,BDI,Burundi,443977
44201320,4420,LUX,Luxembourg,1320,CPV,Cabo Verde,125086
44201400,4420,LUX,Luxembourg,1400,CAF,Central African Republic,42343
44201520,4420,LUX,Luxembourg,1520,CHL,Chile,31864
44201700,4420,LUX,Luxembourg,1700,COL,Colombia,142607
44208920,4420,LUX,Luxembourg,8920,COD,Democratic Republic of the Congo,89090
44202180,4420,LUX,Luxembourg,2180,ECU,Ecuador,74195
44206240,4420,LUX,Luxembourg,6240,GNB,Guinea-Bissau,4595
44203320,4420,LUX,Luxembourg,3320,HTI,Haiti,64908
44203400,4420,LUX,Luxembourg,3400,HND,Honduras,20208
44203560,4420,LUX,Luxembourg,3560,IND,India,416361
44204040,4420,LUX,Luxembourg,4040,KEN,Kenya,297815
44204180,4420,LUX,Luxembourg,4180,LAO,Lao People's Democratic Republic,660715
44204220,4420,LUX,Luxembourg,4220,LBN,Lebanon,30849
44204540,4420,LUX,Luxembourg,4540,MWI,Malawi,28068
44204660,4420,LUX,Luxembourg,4660,MLI,Mali,363733
44205240,4420,LUX,Luxembourg,5240,NPL,Nepal,399280
44205580,4420,LUX,Luxembourg,5580,NIC,Nicaragua,869202
44205620,4420,LUX,Luxembourg,5620,NER,Niger,2512695
44206000,4420,LUX,Luxembourg,6000,PRY,Paraguay,77646
44206040,4420,LUX,Luxembourg,6040,PER,Peru,98145
44206460,4420,LUX,Luxembourg,6460,RWA,Rwanda,109161
44206860,4420,LUX,Luxembourg,6860,SEN,Senegal,296421
44207060,4420,LUX,Luxembourg,7060,SOM,Somalia,16788
44207100,4420,LUX,Luxembourg,7100,ZAF,South Africa,145616
44207280,4420,LUX,Luxembourg,7280,SSD,South Sudan,48903
44208000,4420,LUX,Luxembourg,8000,UGA,Uganda,100484
44208600,4420,LUX,Luxembourg,8600,UZB,Uzbekistan,10778
44208680,4420,LUX,Luxembourg,8680,VNM,Viet Nam,716884
528040,5280,NLD,Netherlands,40,AFG,Afghanistan,359583
5280500,5280,NLD,Netherlands,500,BGD,Bangladesh,8648187
5280640,5280,NLD,Netherlands,640,BTN,Bhutan,128535
5280680,5280,NLD,Netherlands,680,BOL,Bolivia,3093618
52808540,5280,NLD,Netherlands,8540,BFA,Burkina Faso,12722200
52802200,5280,NLD,Netherlands,2200,EGY,Egypt,288781
52802300,5280,NLD,Netherlands,2300,ETH,Ethiopia,2917794
52802880,5280,NLD,Netherlands,2880,GHA,Ghana,11074
52803560,5280,NLD,Netherlands,3560,IND,India,326251
52803600,5280,NLD,Netherlands,3600,IDN,Indonesia,6673504
52804220,5280,NLD,Netherlands,4220,LBN,Lebanon,1104
52804340,5280,NLD,Netherlands,4340,LBY,Libya,18092
52804660,5280,NLD,Netherlands,4660,MLI,Mali,4119336
52805080,5280,NLD,Netherlands,5080,MOZ,Mozambique,578406
52805580,5280,NLD,Netherlands,5580,NIC,Nicaragua,151607
52805860,5280,NLD,Netherlands,5860,PAK,Pakistan,9736934
52807060,5280,NLD,Netherlands,7060,SOM,Somalia,57841
52807100,5280,NLD,Netherlands,7100,ZAF,South Africa,1798123
52807280,5280,NLD,Netherlands,7280,SSD,South Sudan,107443
52808000,5280,NLD,Netherlands,8000,UGA,Uganda,3346211
52808850,5280,NLD,Netherlands,8850,YEM,Yemen,1754499
52808940,5280,NLD,Netherlands,8940,ZMB,Zambia,2448984
554040,5540,NZL,New Zealand,40,AFG,Afghanistan,337103
55401840,5540,NZL,New Zealand,1840,COK,Cook Islands,2986713
55402420,5540,NZL,New Zealand,2420,FJI,Fiji,501599
55403600,5540,NZL,New Zealand,3600,IDN,Indonesia,714746
55405200,5540,NZL,New Zealand,5200,NRU,Nauru,675222
55405240,5540,NZL,New Zealand,5240,NPL,Nepal,131562
55405700,5540,NZL,New Zealand,5700,NIU,Niue,671361
55405980,5540,NZL,New Zealand,5980,PNG,Papua New Guinea,126873
55406080,5540,NZL,New Zealand,6080,PHL,Philippines,46093
55408820,5540,NZL,New Zealand,8820,WSM,Samoa,2072342
5540900,5540,NZL,New Zealand,900,SLB,Solomon Islands,9993004
55406260,5540,NZL,New Zealand,6260,TLS,Timor-Leste,718906
55407720,5540,NZL,New Zealand,7720,TKL,Tokelau,1004129
55407760,5540,NZL,New Zealand,7760,TON,Tonga,2026261
55405480,5540,NZL,New Zealand,5480,VUT,Vanuatu,3229781
55408680,5540,NZL,New Zealand,8680,VNM,Viet Nam,1348299
578040,5780,NOR,Norway,40,AFG,Afghanistan,4894908
578080,5780,NOR,Norway,80,ALB,Albania,5104
5780240,5780,NOR,Norway,240,AGO,Angola,269800
5780380,5780,NOR,Norway,380,AZE,Azerbaijan,80565
5780500,5780,NOR,Norway,500,BGD,Bangladesh,595435
57808050,5780,NOR,Norway,8050,BLR,Belarus,88364
5780680,5780,NOR,Norway,680,BOL,Bolivia,1075356
5780570,5780,NOR,Norway,570,BIH,Bosnia and Herzegovina,211090
5780760,5780,NOR,Norway,760,BRA,Brazil,338032
57808540,5780,NOR,Norway,8540,BFA,Burkina Faso,252142
57801080,5780,NOR,Norway,1080,BDI,Burundi,3562934
57804060,5780,NOR,Norway,4060,KHM,Cambodia,1609596
57801560,5780,NOR,Norway,1560,CHN,China,177668
57801700,5780,NOR,Norway,1700,COL,Colombia,643511
57803840,5780,NOR,Norway,3840,CIV,Côte d'Ivoire,226473
57808920,5780,NOR,Norway,8920,COD,Democratic Republic of the Congo,897182
57802180,5780,NOR,Norway,2180,ECU,Ecuador,243001
57802200,5780,NOR,Norway,2200,EGY,Egypt,1701
57802270,5780,NOR,Norway,2270,ERI,Eritrea,4299
57802300,5780,NOR,Norway,2300,ETH,Ethiopia,1674574
57802720,5780,NOR,Norway,2720,GEO,Georgia,202846
57802880,5780,NOR,Norway,2880,GHA,Ghana,41364
57803200,5780,NOR,Norway,3200,GTM,Guatemala,507866
57803320,5780,NOR,Norway,3320,HTI,Haiti,42762
57803600,5780,NOR,Norway,3600,IDN,Indonesia,31899
57804000,5780,NOR,Norway,4000,JOR,Jordan,989
57804040,5780,NOR,Norway,4040,KEN,Kenya,582105
57804160,5780,NOR,Norway,4160,KGZ,Kyrgyzstan,43531
57804180,5780,NOR,Norway,4180,LAO,Lao People's Democratic Republic,629496
57804220,5780,NOR,Norway,4220,LBN,Lebanon,513421
57804300,5780,NOR,Norway,4300,LBR,Liberia,575158
57804500,5780,NOR,Norway,4500,MDG,Madagascar,7421940
57804540,5780,NOR,Norway,4540,MWI,Malawi,1283634
57804660,5780,NOR,Norway,4660,MLI,Mali,1714037
57805080,5780,NOR,Norway,5080,MOZ,Mozambique,2109281
57801040,5780,NOR,Norway,1040,MMR,Myanmar,142790
57805240,5780,NOR,Norway,5240,NPL,Nepal,4575308
57805580,5780,NOR,Norway,5580,NIC,Nicaragua,2057389
57805620,5780,NOR,Norway,5620,NER,Niger,206652
57805860,5780,NOR,Norway,5860,PAK,Pakistan,2619704
57806000,5780,NOR,Norway,6000,PRY,Paraguay,225561
57806040,5780,NOR,Norway,6040,PER,Peru,646818
57806860,5780,NOR,Norway,6860,SEN,Senegal,16332
57806880,5780,NOR,Norway,6880,SRB,Serbia,145109
57807060,5780,NOR,Norway,7060,SOM,Somalia,6422612
57807100,5780,NOR,Norway,7100,ZAF,South Africa,220125
57807280,5780,NOR,Norway,7280,SSD,South Sudan,3066117
57807340,5780,NOR,Norway,7340,LKA,Sri Lanka,168012
57807290,5780,NOR,Norway,7290,SDN,Sudan,177441
57807600,5780,NOR,Norway,7600,SYR,Syrian Arab Republic,3870364
57807610,5780,NOR,Norway,7610,TJK,Tajikistan,68789
57804480,5780,NOR,Norway,4480,MKD,The former Yugoslav Republic of Macedonia,85986
57808000,5780,NOR,Norway,8000,UGA,Uganda,7377479
57807620,5780,NOR,Norway,7620,TZA,United Republic of Tanzania,2662397
57808680,5780,NOR,Norway,8680,VNM,Viet Nam,16746
57808940,5780,NOR,Norway,8940,ZMB,Zambia,3002037
57807160,5780,NOR,Norway,7160,ZWE,Zimbabwe,2239299
616040,6160,POL,Poland,40,AFG,Afghanistan,25438
6160340,6160,POL,Poland,340,ARM,Armenia,15787
6160380,6160,POL,Poland,380,AZE,Azerbaijan,3847
61608050,6160,POL,Poland,8050,BLR,Belarus,10572
61604060,6160,POL,Poland,4060,KHM,Cambodia,3408
61602200,6160,POL,Poland,2200,EGY,Egypt,3785
61602300,6160,POL,Poland,2300,ETH,Ethiopia,7400
61602720,6160,POL,Poland,2720,GEO,Georgia,11162
61602880,6160,POL,Poland,2880,GHA,Ghana,11752
61603200,6160,POL,Poland,3200,GTM,Guatemala,3461
61603560,6160,POL,Poland,3560,IND,India,1839
61603600,6160,POL,Poland,3600,IDN,Indonesia,6297
61604000,6160,POL,Poland,4000,JOR,Jordan,7834
61604040,6160,POL,Poland,4040,KEN,Kenya,41634
61604160,6160,POL,Poland,4160,KGZ,Kyrgyzstan,11391
61604180,6160,POL,Poland,4180,LAO,Lao People's Democratic Republic,1640
61604990,6160,POL,Poland,4990,MNE,Montenegro,3936
61605860,6160,POL,Poland,5860,PAK,Pakistan,6185
61605980,6160,POL,Poland,5980,PNG,Papua New Guinea,6007
61606040,6160,POL,Poland,6040,PER,Peru,10911
61606220,6160,POL,Poland,6220,MDA,Republic of Moldova,13391
61606860,6160,POL,Poland,6860,SEN,Senegal,6839
61606880,6160,POL,Poland,6880,SRB,Serbia,8171
61607100,6160,POL,Poland,7100,ZAF,South Africa,6700
61607400,6160,POL,Poland,7400,SUR,Suriname,1798
61604480,6160,POL,Poland,4480,MKD,The former Yugoslav Republic of Macedonia,4524
61607880,6160,POL,Poland,7880,TUN,Tunisia,5496
61608070,6160,POL,Poland,8070,UKR,Ukraine,4161
61607620,6160,POL,Poland,7620,TZA,United Republic of Tanzania,42362
61608940,6160,POL,Poland,8940,ZMB,Zambia,681
6200240,6200,PRT,Portugal,240,AGO,Angola,533458
62001320,6200,PRT,Portugal,1320,CPV,Cabo Verde,175125
62006240,6200,PRT,Portugal,6240,GNB,Guinea-Bissau,631347
62003560,6200,PRT,Portugal,3560,IND,India,42453
62005080,6200,PRT,Portugal,5080,MOZ,Mozambique,3695741
62005160,6200,PRT,Portugal,5160,NAM,Namibia,62019
62006780,6200,PRT,Portugal,6780,STP,Sao Tome and Principe,66851
62007100,6200,PRT,Portugal,7100,ZAF,South Africa,337441
62007480,6200,PRT,Portugal,7480,SWZ,Swaziland,35997
62006260,6200,PRT,Portugal,6260,TLS,Timor-Leste,4969837
62008620,6200,PRT,Portugal,8620,VEN,Venezuela,14859
62007160,6200,PRT,Portugal,7160,ZWE,Zimbabwe,14195
672040,6720,SVK,Slovakia,40,AFG,Afghanistan,11645
672080,6720,SVK,Slovakia,80,ALB,Albania,2150
67208050,6720,SVK,Slovakia,8050,BLR,Belarus,483
6720570,6720,SVK,Slovakia,570,BIH,Bosnia and Herzegovina,9723
67204060,6720,SVK,Slovakia,4060,KHM,Cambodia,5030
67201560,6720,SVK,Slovakia,1560,CHN,China,23420
67203560,6720,SVK,Slovakia,3560,IND,India,1163
67204040,6720,SVK,Slovakia,4040,KEN,Kenya,64025
67204260,6720,SVK,Slovakia,4260,LSO,Lesotho,4550
67204960,6720,SVK,Slovakia,4960,MNG,Mongolia,5133
67204990,6720,SVK,Slovakia,4990,MNE,Montenegro,2183
67206880,6720,SVK,Slovakia,6880,SRB,Serbia,54943
67207280,6720,SVK,Slovakia,7280,SSD,South Sudan,99585
67208000,6720,SVK,Slovakia,8000,UGA,Uganda,3185
67208070,6720,SVK,Slovakia,8070,UKR,Ukraine,128313
67208680,6720,SVK,Slovakia,8680,VNM,Viet Nam,1163
676040,6760,SVN,Slovenia,40,AFG,Afghanistan,43069
6760570,6760,SVN,Slovenia,570,BIH,Bosnia and Herzegovina,34929
67604990,6760,SVN,Slovenia,4990,MNE,Montenegro,385219
67606220,6760,SVN,Slovenia,6220,MDA,Republic of Moldova,49957
67606460,6760,SVN,Slovenia,6460,RWA,Rwanda,9958
67604480,6760,SVN,Slovenia,4480,MKD,The former Yugoslav Republic of Macedonia,45622
67608000,6760,SVN,Slovenia,8000,UGA,Uganda,16051
724040,7240,ESP,Spain,40,AFG,Afghanistan,80334
7240120,7240,ESP,Spain,120,DZA,Algeria,499857
7240240,7240,ESP,Spain,240,AGO,Angola,590
7240320,7240,ESP,Spain,320,ARG,Argentina,71372
72402040,7240,ESP,Spain,2040,BEN,Benin,80161
7240680,7240,ESP,Spain,680,BOL,Bolivia,1712472
7240570,7240,ESP,Spain,570,BIH,Bosnia and Herzegovina,5311
7240760,7240,ESP,Spain,760,BRA,Brazil,2179805
72408540,7240,ESP,Spain,8540,BFA,Burkina Faso,159989
72401080,7240,ESP,Spain,1080,BDI,Burundi,5988
72401320,7240,ESP,Spain,1320,CPV,Cabo Verde,7721
72404060,7240,ESP,Spain,4060,KHM,Cambodia,9374
72401200,7240,ESP,Spain,1200,CMR,Cameroon,137134
72401400,7240,ESP,Spain,1400,CAF,Central African Republic,7473
72401480,7240,ESP,Spain,1480,TCD,Chad,325315
72401520,7240,ESP,Spain,1520,CHL,Chile,3388
72401560,7240,ESP,Spain,1560,CHN,China,706225
72401700,7240,ESP,Spain,1700,COL,Colombia,288177
72401780,7240,ESP,Spain,1780,COG,Congo,265453
72401880,7240,ESP,Spain,1880,CRI,Costa Rica,3823
72403840,7240,ESP,Spain,3840,CIV,Côte d'Ivoire,13241
72401920,7240,ESP,Spain,1920,CUB,Cuba,630786
72408920,7240,ESP,Spain,8920,COD,Democratic Republic of the Congo,1300303
72402140,7240,ESP,Spain,2140,DOM,Dominican Republic,997177
72402180,7240,ESP,Spain,2180,ECU,Ecuador,554735
72402200,7240,ESP,Spain,2200,EGY,Egypt,298519
72402220,7240,ESP,Spain,2220,SLV,El Salvador,1091165
72402260,7240,ESP,Spain,2260,GNQ,Equatorial Guinea,2115994
72402300,7240,ESP,Spain,2300,ETH,Ethiopia,34773
72402700,7240,ESP,Spain,2700,GMB,Gambia,241491
72402880,7240,ESP,Spain,2880,GHA,Ghana,72931
72403200,7240,ESP,Spain,3200,GTM,Guatemala,840237
72403240,7240,ESP,Spain,3240,GIN,Guinea,5435
72406240,7240,ESP,Spain,6240,GNB,Guinea-Bissau,595266
72403320,7240,ESP,Spain,3320,HTI,Haiti,690543
72403400,7240,ESP,Spain,3400,HND,Honduras,216263
72403560,7240,ESP,Spain,3560,IND,India,1179436
72404000,7240,ESP,Spain,4000,JOR,Jordan,176579
72404040,7240,ESP,Spain,4040,KEN,Kenya,53468
72404220,7240,ESP,Spain,4220,LBN,Lebanon,389101
72404500,7240,ESP,Spain,4500,MDG,Madagascar,43800
72404540,7240,ESP,Spain,4540,MWI,Malawi,40949
72404660,7240,ESP,Spain,4660,MLI,Mali,504341
72404780,7240,ESP,Spain,4780,MRT,Mauritania,513287
72404840,7240,ESP,Spain,4840,MEX,Mexico,164895
72404960,7240,ESP,Spain,4960,MNG,Mongolia,964
72405040,7240,ESP,Spain,5040,MAR,Morocco,5707704
72405080,7240,ESP,Spain,5080,MOZ,Mozambique,1353216
72401040,7240,ESP,Spain,1040,MMR,Myanmar,848
72405240,7240,ESP,Spain,5240,NPL,Nepal,16491
72405580,7240,ESP,Spain,5580,NIC,Nicaragua,1082320
72405860,7240,ESP,Spain,5860,PAK,Pakistan,7384
72405900,7240,ESP,Spain,5900,PAN,Panama,41805
72406000,7240,ESP,Spain,6000,PRY,Paraguay,67301
72406040,7240,ESP,Spain,6040,PER,Peru,1088954
72406080,7240,ESP,Spain,6080,PHL,Philippines,341583
72406460,7240,ESP,Spain,6460,RWA,Rwanda,54456
72406860,7240,ESP,Spain,6860,SEN,Senegal,757561
72406880,7240,ESP,Spain,6880,SRB,Serbia,304794
72406940,7240,ESP,Spain,6940,SLE,Sierra Leone,77029
72407280,7240,ESP,Spain,7280,SSD,South Sudan,43702
72407340,7240,ESP,Spain,7340,LKA,Sri Lanka,14101
72407290,7240,ESP,Spain,7290,SDN,Sudan,593921
72407600,7240,ESP,Spain,7600,SYR,Syrian Arab Republic,201241
72406260,7240,ESP,Spain,6260,TLS,Timor-Leste,595
72407680,7240,ESP,Spain,7680,TGO,Togo,76706
72407880,7240,ESP,Spain,7880,TUN,Tunisia,155668
72407920,7240,ESP,Spain,7920,TUR,Turkey,502810
72408000,7240,ESP,Spain,8000,UGA,Uganda,19996
72407620,7240,ESP,Spain,7620,TZA,United Republic of Tanzania,33897
72408580,7240,ESP,Spain,8580,URY,Uruguay,23215
72405480,7240,ESP,Spain,5480,VUT,Vanuatu,12495
72408620,7240,ESP,Spain,8620,VEN,Venezuela,19618
72408940,7240,ESP,Spain,8940,ZMB,Zambia,10654
72407160,7240,ESP,Spain,7160,ZWE,Zimbabwe,10978
752040,7520,SWE,Sweden,40,AFG,Afghanistan,23290808
7520500,7520,SWE,Sweden,500,BGD,Bangladesh,9447844
7520680,7520,SWE,Sweden,680,BOL,Bolivia,2259517
7520720,7520,SWE,Sweden,720,BWA,Botswana,143245
75208540,7520,SWE,Sweden,8540,BFA,Burkina Faso,796289
75204060,7520,SWE,Sweden,4060,KHM,Cambodia,5053104
75202300,7520,SWE,Sweden,2300,ETH,Ethiopia,1555399
75202720,7520,SWE,Sweden,2720,GEO,Georgia,195756
75203560,7520,SWE,Sweden,3560,IND,India,228471
75204300,7520,SWE,Sweden,4300,LBR,Liberia,1094756
75205080,7520,SWE,Sweden,5080,MOZ,Mozambique,4817355
75205160,7520,SWE,Sweden,5160,NAM,Namibia,18467
75206460,7520,SWE,Sweden,6460,RWA,Rwanda,27044
75206860,7520,SWE,Sweden,6860,SEN,Senegal,14030
75207100,7520,SWE,Sweden,7100,ZAF,South Africa,206446
75207290,7520,SWE,Sweden,7290,SDN,Sudan,65427
75208000,7520,SWE,Sweden,8000,UGA,Uganda,1067
75207620,7520,SWE,Sweden,7620,TZA,United Republic of Tanzania,6786976
756040,7560,CHE,Switzerland,40,AFG,Afghanistan,1732163
756080,7560,CHE,Switzerland,80,ALB,Albania,110274
7560500,7560,CHE,Switzerland,500,BGD,Bangladesh,1919539
75602040,7560,CHE,Switzerland,2040,BEN,Benin,2207064
7560570,7560,CHE,Switzerland,570,BIH,Bosnia and Herzegovina,66667
75608540,7560,CHE,Switzerland,8540,BFA,Burkina Faso,3427590
75601480,7560,CHE,Switzerland,1480,TCD,Chad,1169101
75604090,7560,CHE,Switzerland,4090,PRK,Democratic People's Republic of Korea,3986
75608920,7560,CHE,Switzerland,8920,COD,Democratic Republic of the Congo,3901
75602200,7560,CHE,Switzerland,2200,EGY,Egypt,50944
75602880,7560,CHE,Switzerland,2880,GHA,Ghana,1137809
75603320,7560,CHE,Switzerland,3320,HTI,Haiti,1589732
75604000,7560,CHE,Switzerland,4000,JOR,Jordan,269437
75604220,7560,CHE,Switzerland,4220,LBN,Lebanon,674887
75604660,7560,CHE,Switzerland,4660,MLI,Mali,3070449
75604960,7560,CHE,Switzerland,4960,MNG,Mongolia,6472
75605080,7560,CHE,Switzerland,5080,MOZ,Mozambique,818281
75601040,7560,CHE,Switzerland,1040,MMR,Myanmar,1126185
75605620,7560,CHE,Switzerland,5620,NER,Niger,3516111
75606460,7560,CHE,Switzerland,6460,RWA,Rwanda,16000
75606880,7560,CHE,Switzerland,6880,SRB,Serbia,1171589
75607880,7560,CHE,Switzerland,7880,TUN,Tunisia,35404
75607620,7560,CHE,Switzerland,7620,TZA,United Republic of Tanzania,62894
75608680,7560,CHE,Switzerland,8680,VNM,Viet Nam,431593
812040,8120,ARE,United Arab Emirates,40,AFG,Afghanistan,51362
812080,8120,ARE,United Arab Emirates,80,ALB,Albania,6806
81202040,8120,ARE,United Arab Emirates,2040,BEN,Benin,137970
8120570,8120,ARE,United Arab Emirates,570,BIH,Bosnia and Herzegovina,5445
81208540,8120,ARE,United Arab Emirates,8540,BFA,Burkina Faso,87996
81201200,8120,ARE,United Arab Emirates,1200,CMR,Cameroon,79828
81201400,8120,ARE,United Arab Emirates,1400,CAF,Central African Republic,70399
81201480,8120,ARE,United Arab Emirates,1480,TCD,Chad,257354
81201740,8120,ARE,United Arab Emirates,1740,COM,Comoros,121269
81201780,8120,ARE,United Arab Emirates,1780,COG,Congo,152525
81202620,8120,ARE,United Arab Emirates,2620,DJI,Djibouti,350000
81202200,8120,ARE,United Arab Emirates,2200,EGY,Egypt,167900000
81202270,8120,ARE,United Arab Emirates,2270,ERI,Eritrea,2500000
81202420,8120,ARE,United Arab Emirates,2420,FJI,Fiji,6806
81202660,8120,ARE,United Arab Emirates,2660,GAB,Gabon,1808
81202700,8120,ARE,United Arab Emirates,2700,GMB,Gambia,53586
81202880,8120,ARE,United Arab Emirates,2880,GHA,Ghana,74245
81203600,8120,ARE,United Arab Emirates,3600,IDN,Indonesia,1634
81203680,8120,ARE,United Arab Emirates,3680,IRQ,Iraq,283147
81204020,8120,ARE,United Arab Emirates,4020,KAZ,Kazakhstan,273309
81204040,8120,ARE,United Arab Emirates,4040,KEN,Kenya,405481
81204220,8120,ARE,United Arab Emirates,4220,LBN,Lebanon,3256
