Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total,Total2
2460955,2500,FRA,France,1780,COG,Congo,0.24,"244,434 "
24606040,2760,DEU,Germany,1780,COG,Congo,0.01,"5,112 "
24606220,3800,ITA,Italy,1780,COG,Congo,0.05,"47,796 "
24606620,3920,JPN,Japan,1780,COG,Congo,0.04,"41,569 "
24606860,7240,ESP,Spain,1780,COG,Congo,0.27,"265,453 "
24606880,8120,ARE,United Arab Emirates,1780,COG,Congo,0.15,"152,525 "
24606940,360,AUS,Australia,1840,COK,Cook Islands,0.01,"9,597 "
24607060,2760,DEU,Germany,1840,COK,Cook Islands,0.01,"8,130 "
24607100,3920,JPN,Japan,1840,COK,Cook Islands,0.01,"13,969 "
24607340,5540,NZL,New Zealand,1840,COK,Cook Islands,2.99,"2,986,713 "
24607290,1240,CAN,Canada,1880,CRI,Costa Rica,0.04,"41,967 "
24607480,2500,FRA,France,1880,CRI,Costa Rica,0.78,"783,336 "
24606260,2760,DEU,Germany,1880,CRI,Costa Rica,0.85,"853,719 "
24607920,3800,ITA,Italy,1880,CRI,Costa Rica,0.05,"45,965 "
24608000,3920,JPN,Japan,1880,CRI,Costa Rica,0.43,"426,161 "
24608070,7240,ESP,Spain,1880,CRI,Costa Rica,0.00,"3,823 "
24607620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1880,CRI,Costa Rica,0.00,"2,219 "
24608580,8400,USA,United States,1880,CRI,Costa Rica,1.84,"1,841,289 "
24608620,400,AUT,Austria,3840,CIV,Côte d'Ivoire,0.00,"2,371 "
24608680,1240,CAN,Canada,3840,CIV,Côte d'Ivoire,0.11,"110,951 "
24608850,2500,FRA,France,3840,CIV,Côte d'Ivoire,0.40,"395,455 "
24608940,2760,DEU,Germany,3840,CIV,Côte d'Ivoire,0.75,"746,431 "
24607160,3800,ITA,Italy,3840,CIV,Côte d'Ivoire,0.07,"66,922 "
250040,3920,JPN,Japan,3840,CIV,Côte d'Ivoire,0.26,"259,740 "
250080,5780,NOR,Norway,3840,CIV,Côte d'Ivoire,0.23,"226,473 "
2500120,7240,ESP,Spain,3840,CIV,Côte d'Ivoire,0.01,"13,241 "
2500240,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3840,CIV,Côte d'Ivoire,0.01,"6,840 "
2500320,8400,USA,United States,3840,CIV,Côte d'Ivoire,24.65,"24,652,680 "
2500340,400,AUT,Austria,1920,CUB,Cuba,0.01,"5,595 "
2500380,1240,CAN,Canada,1920,CUB,Cuba,0.06,"62,489 "
2500500,2500,FRA,France,1920,CUB,Cuba,0.07,"71,683 "
25008050,2760,DEU,Germany,1920,CUB,Cuba,0.03,"28,839 "
25002040,3800,ITA,Italy,1920,CUB,Cuba,0.02,"19,744 "
2500640,3920,JPN,Japan,1920,CUB,Cuba,0.01,"7,400 "
2500680,7240,ESP,Spain,1920,CUB,Cuba,0.63,"630,786 "
2500570,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1920,CUB,Cuba,0.10,"97,930 "
2500720,2500,FRA,France,4090,PRK,Democratic People's Republic of Korea,0.10,"102,666 "
2500760,2760,DEU,Germany,4090,PRK,Democratic People's Republic of Korea,0.00,490 
25008540,7560,CHE,Switzerland,4090,PRK,Democratic People's Republic of Korea,0.00,"3,986 "
25001080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4090,PRK,Democratic People's Republic of Korea,0.10,"99,463 "
25001320,400,AUT,Austria,8920,COD,Democratic Republic of the Congo,0.00,"4,893 "
25004060,560,BEL,Belgium,8920,COD,Democratic Republic of the Congo,1.83,"1,831,965 "
25001200,1240,CAN,Canada,8920,COD,Democratic Republic of the Congo,0.59,"591,159 "
25001400,2460,FIN,Finland,8920,COD,Democratic Republic of the Congo,0.12,"118,583 "
25001480,2500,FRA,France,8920,COD,Democratic Republic of the Congo,3.45,"3,446,822 "
25001520,2760,DEU,Germany,8920,COD,Democratic Republic of the Congo,3.83,"3,826,759 "
25001560,3000,GRC,Greece,8920,COD,Democratic Republic of the Congo,0.03,"28,394 "
25001700,3720,IRL,Ireland,8920,COD,Democratic Republic of the Congo,0.08,"84,695 "
25001740,3800,ITA,Italy,8920,COD,Democratic Republic of the Congo,0.49,"488,008 "
25001780,3920,JPN,Japan,8920,COD,Democratic Republic of the Congo,0.03,"34,497 "
25001880,4420,LUX,Luxembourg,8920,COD,Democratic Republic of the Congo,0.09,"89,090 "
25003840,5780,NOR,Norway,8920,COD,Democratic Republic of the Congo,0.90,"897,182 "
25001920,4070,KOR,Republic of Korea,8920,COD,Democratic Republic of the Congo,0.11,"114,004 "
25004090,7240,ESP,Spain,8920,COD,Democratic Republic of the Congo,1.30,"1,300,303 "
25008920,7560,CHE,Switzerland,8920,COD,Democratic Republic of the Congo,0.00,"3,901 "
25002620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8920,COD,Democratic Republic of the Congo,0.34,"339,879 "
25002140,8400,USA,United States,8920,COD,Democratic Republic of the Congo,14.33,"14,329,990 "
25002180,2500,FRA,France,2620,DJI,Djibouti,6.31,"6,305,552 "
25002200,2760,DEU,Germany,2620,DJI,Djibouti,0.36,"359,754 "
25002220,3920,JPN,Japan,2620,DJI,Djibouti,0.30,"299,193 "
25002260,8120,ARE,United Arab Emirates,2620,DJI,Djibouti,0.35,"350,000 "
25002270,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2620,DJI,Djibouti,0.00,"3,090 "
25002300,8400,USA,United States,2620,DJI,Djibouti,3.58,"3,580,861 "
25002420,1240,CAN,Canada,2120,DMA,Dominica,0.00,"2,084 "
25002660,3920,JPN,Japan,2120,DMA,Dominica,0.03,"25,130 "
25002700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2120,DMA,Dominica,0.00,"3,850 "
25002720,8400,USA,United States,2120,DMA,Dominica,0.50,"496,881 "
25002880,1240,CAN,Canada,2140,DOM,Dominican Republic,0.05,"51,593 "
25003200,2500,FRA,France,2140,DOM,Dominican Republic,0.39,"393,021 "
25003240,2760,DEU,Germany,2140,DOM,Dominican Republic,0.01,"12,710 "
25006240,3800,ITA,Italy,2140,DOM,Dominican Republic,0.23,"230,517 "
25003320,3920,JPN,Japan,2140,DOM,Dominican Republic,0.69,"686,945 "
25003400,4070,KOR,Republic of Korea,2140,DOM,Dominican Republic,0.25,"245,859 "
25003560,7240,ESP,Spain,2140,DOM,Dominican Republic,1.00,"997,177 "
25003600,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2140,DOM,Dominican Republic,0.00,"4,456 "
25003640,8400,USA,United States,2140,DOM,Dominican Republic,9.34,"9,340,468 "
25003680,1240,CAN,Canada,2180,ECU,Ecuador,0.02,"19,608 "
25003880,2460,FIN,Finland,2180,ECU,Ecuador,0.05,"51,993 "
25004000,2500,FRA,France,2180,ECU,Ecuador,1.22,"1,215,839 "
25004020,2760,DEU,Germany,2180,ECU,Ecuador,1.92,"1,917,510 "
25004040,3800,ITA,Italy,2180,ECU,Ecuador,0.25,"245,288 "
25004160,3920,JPN,Japan,2180,ECU,Ecuador,1.63,"1,627,005 "
25004180,4420,LUX,Luxembourg,2180,ECU,Ecuador,0.07,"74,195 "
25004220,5780,NOR,Norway,2180,ECU,Ecuador,0.24,"243,001 "
25004260,4070,KOR,Republic of Korea,2180,ECU,Ecuador,0.58,"576,159 "
25004300,7240,ESP,Spain,2180,ECU,Ecuador,0.55,"554,735 "
25004340,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2180,ECU,Ecuador,0.03,"27,074 "
25004500,8400,USA,United States,2180,ECU,Ecuador,1.37,"1,368,388 "
25004580,400,AUT,Austria,2200,EGY,Egypt,0.00,"2,371 "
25004660,1240,CAN,Canada,2200,EGY,Egypt,0.39,"386,388 "
25004780,2020,CZE,Czech Republic,2200,EGY,Egypt,0.00,"4,841 "
25004800,2460,FIN,Finland,2200,EGY,Egypt,0.06,"55,292 "
25004840,2500,FRA,France,2200,EGY,Egypt,1.84,"1,839,525 "
25004960,2760,DEU,Germany,2200,EGY,Egypt,13.43,"13,434,218 "
25004990,3000,GRC,Greece,2200,EGY,Egypt,0.27,"273,338 "
25005040,3720,IRL,Ireland,2200,EGY,Egypt,0.04,"35,454 "
25005080,3800,ITA,Italy,2200,EGY,Egypt,0.20,"197,711 "
25001040,3920,JPN,Japan,2200,EGY,Egypt,0.62,"623,728 "
25005160,4140,KWT,Kuwait,2200,EGY,Egypt,0.12,"124,131 "
25005240,5280,NLD,Netherlands,2200,EGY,Egypt,0.29,"288,781 "
25005580,5780,NOR,Norway,2200,EGY,Egypt,0.00,"1,701 "
25005620,6160,POL,Poland,2200,EGY,Egypt,0.00,"3,785 "
25005660,4070,KOR,Republic of Korea,2200,EGY,Egypt,0.34,"338,743 "
25005860,7240,ESP,Spain,2200,EGY,Egypt,0.30,"298,519 "
25005900,7560,CHE,Switzerland,2200,EGY,Egypt,0.05,"50,944 "
25005980,8120,ARE,United Arab Emirates,2200,EGY,Egypt,167.90,"167,900,000 "
25006000,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2200,EGY,Egypt,1.72,"1,723,166 "
25006040,8400,USA,United States,2200,EGY,Egypt,17.58,"17,583,760 "
25006080,1240,CAN,Canada,2220,SLV,El Salvador,0.17,"165,604 "
25006220,2460,FIN,Finland,2220,SLV,El Salvador,0.01,"5,796 "
25006460,2500,FRA,France,2220,SLV,El Salvador,1.40,"1,403,573 "
25006620,2760,DEU,Germany,2220,SLV,El Salvador,0.51,"512,723 "
25006780,3800,ITA,Italy,2220,SLV,El Salvador,0.12,"118,543 "
25006860,3920,JPN,Japan,2220,SLV,El Salvador,2.09,"2,087,230 "
25006880,4070,KOR,Republic of Korea,2220,SLV,El Salvador,0.60,"604,147 "
25006900,7240,ESP,Spain,2220,SLV,El Salvador,1.09,"1,091,165 "
25006940,8400,USA,United States,2220,SLV,El Salvador,5.80,"5,799,863 "
25007100,2500,FRA,France,2260,GNQ,Equatorial Guinea,0.38,"383,864 "
25007280,3800,ITA,Italy,2260,GNQ,Equatorial Guinea,0.04,"37,087 "
25007340,4070,KOR,Republic of Korea,2260,GNQ,Equatorial Guinea,0.01,"5,555 "
25007290,7240,ESP,Spain,2260,GNQ,Equatorial Guinea,2.12,"2,115,994 "
25007480,2500,FRA,France,2270,ERI,Eritrea,0.09,"93,761 "
25007600,3800,ITA,Italy,2270,ERI,Eritrea,0.11,"109,511 "
25007610,3920,JPN,Japan,2270,ERI,Eritrea,0.01,"10,080 "
25007640,5780,NOR,Norway,2270,ERI,Eritrea,0.00,"4,299 "
25004480,8120,ARE,United Arab Emirates,2270,ERI,Eritrea,2.50,"2,500,000 "
25006260,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2270,ERI,Eritrea,0.02,"22,702 "
25007680,8400,USA,United States,2270,ERI,Eritrea,0.01,"6,437 "
25007760,400,AUT,Austria,2300,ETH,Ethiopia,0.08,"82,755 "
25007880,560,BEL,Belgium,2300,ETH,Ethiopia,0.05,"47,389 "
25007920,1240,CAN,Canada,2300,ETH,Ethiopia,2.52,"2,515,707 "
25007940,2020,CZE,Czech Republic,2300,ETH,Ethiopia,0.11,"109,451 "
25008000,2460,FIN,Finland,2300,ETH,Ethiopia,3.91,"3,913,044 "
25008070,2500,FRA,France,2300,ETH,Ethiopia,6.01,"6,011,096 "
25007620,2760,DEU,Germany,2300,ETH,Ethiopia,0.46,"457,629 "
25008580,3000,GRC,Greece,2300,ETH,Ethiopia,0.04,"38,503 "
25008600,3720,IRL,Ireland,2300,ETH,Ethiopia,0.50,"496,571 "
25005480,3800,ITA,Italy,2300,ETH,Ethiopia,3.03,"3,029,571 "
25008620,3920,JPN,Japan,2300,ETH,Ethiopia,10.10,"10,103,943 "
25008680,5280,NLD,Netherlands,2300,ETH,Ethiopia,2.92,"2,917,794 "
25008850,5780,NOR,Norway,2300,ETH,Ethiopia,1.67,"1,674,574 "
25008940,6160,POL,Poland,2300,ETH,Ethiopia,0.01,"7,400 "
25007160,4070,KOR,Republic of Korea,2300,ETH,Ethiopia,1.26,"1,264,638 "
276040,7240,ESP,Spain,2300,ETH,Ethiopia,0.03,"34,773 "
276080,7520,SWE,Sweden,2300,ETH,Ethiopia,1.56,"1,555,399 "
2760120,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2300,ETH,Ethiopia,72.67,"72,671,501 "
2760240,8400,USA,United States,2300,ETH,Ethiopia,31.31,"31,309,310 "
2760280,360,AUS,Australia,2420,FJI,Fiji,3.42,"3,416,974 "
2760320,2500,FRA,France,2420,FJI,Fiji,0.04,"38,232 "
2760340,3920,JPN,Japan,2420,FJI,Fiji,1.14,"1,144,704 "
2760380,5540,NZL,New Zealand,2420,FJI,Fiji,0.50,"501,599 "
2760500,4070,KOR,Republic of Korea,2420,FJI,Fiji,0.01,"7,006 "
27608050,8120,ARE,United Arab Emirates,2420,FJI,Fiji,0.01,"6,806 "
27602040,8400,USA,United States,2420,FJI,Fiji,0.06,"62,589 "
2760680,2460,FIN,Finland,2660,GAB,Gabon,0.01,"11,087 "
2760570,2500,FRA,France,2660,GAB,Gabon,1.18,"1,180,591 "
2760760,2760,DEU,Germany,2660,GAB,Gabon,0.01,"10,085 "
27608540,3800,ITA,Italy,2660,GAB,Gabon,0.12,"119,635 "
27601080,3920,JPN,Japan,2660,GAB,Gabon,0.18,"183,945 "
27604060,8120,ARE,United Arab Emirates,2660,GAB,Gabon,0.00,"1,808 "
27601200,8400,USA,United States,2660,GAB,Gabon,0.27,"270,000 "
27601400,400,AUT,Austria,2700,GMB,Gambia,0.00,"4,979 "
27601480,560,BEL,Belgium,2700,GMB,Gambia,0.01,"5,579 "
27601520,2460,FIN,Finland,2700,GMB,Gambia,0.02,"23,448 "
27601560,2500,FRA,France,2700,GMB,Gambia,0.24,"236,951 "
27601700,2760,DEU,Germany,2700,GMB,Gambia,0.00,"1,340 "
27601780,3920,JPN,Japan,2700,GMB,Gambia,0.02,"24,501 "
27601840,4070,KOR,Republic of Korea,2700,GMB,Gambia,0.02,"15,877 "
27601880,7240,ESP,Spain,2700,GMB,Gambia,0.24,"241,491 "
27603840,8120,ARE,United Arab Emirates,2700,GMB,Gambia,0.05,"53,586 "
27601920,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2700,GMB,Gambia,0.00,773 
27604090,8400,USA,United States,2700,GMB,Gambia,1.59,"1,593,664 "
27608920,400,AUT,Austria,2720,GEO,Georgia,0.01,"5,593 "
27602620,1240,CAN,Canada,2720,GEO,Georgia,0.01,"10,266 "
27602140,2020,CZE,Czech Republic,2720,GEO,Georgia,0.03,"29,286 "
27602180,2500,FRA,France,2720,GEO,Georgia,0.13,"130,967 "
27602200,2760,DEU,Germany,2720,GEO,Georgia,0.66,"662,319 "
27602220,3000,GRC,Greece,2720,GEO,Georgia,0.01,"11,629 "
27602300,3800,ITA,Italy,2720,GEO,Georgia,0.00,321 
27602660,3920,JPN,Japan,2720,GEO,Georgia,0.15,"154,922 "
27602700,5780,NOR,Norway,2720,GEO,Georgia,0.20,"202,846 "
27602720,6160,POL,Poland,2720,GEO,Georgia,0.01,"11,162 "
27602880,4070,KOR,Republic of Korea,2720,GEO,Georgia,0.01,"8,372 "
27603200,7520,SWE,Sweden,2720,GEO,Georgia,0.20,"195,756 "
27603240,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2720,GEO,Georgia,0.31,"307,181 "
27606240,8400,USA,United States,2720,GEO,Georgia,3.96,"3,959,833 "
27603320,400,AUT,Austria,2880,GHA,Ghana,0.02,"18,794 "
27603400,560,BEL,Belgium,2880,GHA,Ghana,0.00,354 
27603560,1240,CAN,Canada,2880,GHA,Ghana,3.31,"3,305,048 "
27603600,2080,DNK,Denmark,2880,GHA,Ghana,2.76,"2,762,297 "
27603640,2500,FRA,France,2880,GHA,Ghana,0.35,"349,906 "
27603680,2760,DEU,Germany,2880,GHA,Ghana,1.10,"1,099,762 "
27604000,3720,IRL,Ireland,2880,GHA,Ghana,0.05,"52,358 "
27604020,3920,JPN,Japan,2880,GHA,Ghana,2.75,"2,754,054 "
27604040,5280,NLD,Netherlands,2880,GHA,Ghana,0.01,"11,074 "
27604160,5780,NOR,Norway,2880,GHA,Ghana,0.04,"41,364 "
27604180,6160,POL,Poland,2880,GHA,Ghana,0.01,"11,752 "
27604220,4070,KOR,Republic of Korea,2880,GHA,Ghana,0.10,"98,826 "
27604300,7240,ESP,Spain,2880,GHA,Ghana,0.07,"72,931 "
27604340,7560,CHE,Switzerland,2880,GHA,Ghana,1.14,"1,137,809 "
27604500,8120,ARE,United Arab Emirates,2880,GHA,Ghana,0.07,"74,245 "
27604540,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2880,GHA,Ghana,36.69,"36,690,185 "
27604580,8400,USA,United States,2880,GHA,Ghana,34.42,"34,418,980 "
27604660,1240,CAN,Canada,3080,GRD,Grenada,0.03,"30,522 "
27604780,400,AUT,Austria,3200,GTM,Guatemala,0.05,"50,418 "
27604800,560,BEL,Belgium,3200,GTM,Guatemala,0.01,"11,353 "
27604840,1240,CAN,Canada,3200,GTM,Guatemala,0.21,"207,162 "
27604960,2080,DNK,Denmark,3200,GTM,Guatemala,0.34,"335,239 "
27604990,2460,FIN,Finland,3200,GTM,Guatemala,0.10,"101,352 "
27605040,2500,FRA,France,3200,GTM,Guatemala,1.05,"1,048,440 "
27605080,2760,DEU,Germany,3200,GTM,Guatemala,4.76,"4,764,947 "
27601040,3800,ITA,Italy,3200,GTM,Guatemala,0.03,"34,710 "
27605160,3920,JPN,Japan,3200,GTM,Guatemala,0.79,"785,200 "
27605240,5780,NOR,Norway,3200,GTM,Guatemala,0.51,"507,866 "
27605580,6160,POL,Poland,3200,GTM,Guatemala,0.00,"3,461 "
27605620,4070,KOR,Republic of Korea,3200,GTM,Guatemala,0.59,"589,099 "
27605660,7240,ESP,Spain,3200,GTM,Guatemala,0.84,"840,237 "
27605860,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3200,GTM,Guatemala,0.00,"3,909 "
27605900,8400,USA,United States,3200,GTM,Guatemala,6.22,"6,224,730 "
27606000,400,AUT,Austria,3240,GIN,Guinea,0.01,"7,198 "
27606040,560,BEL,Belgium,3240,GIN,Guinea,0.00,"2,197 "
27606080,1240,CAN,Canada,3240,GIN,Guinea,0.07,"68,791 "
27606220,2020,CZE,Czech Republic,3240,GIN,Guinea,0.01,"5,085 "
27606460,2500,FRA,France,3240,GIN,Guinea,2.32,"2,319,313 "
27606860,2760,DEU,Germany,3240,GIN,Guinea,0.78,"776,855 "
27606880,3720,IRL,Ireland,3240,GIN,Guinea,0.19,"189,734 "
27606940,3920,JPN,Japan,3240,GIN,Guinea,0.11,"106,422 "
27607100,4140,KWT,Kuwait,3240,GIN,Guinea,0.18,"183,987 "
27607280,4070,KOR,Republic of Korea,3240,GIN,Guinea,0.02,"17,279 "
27607340,7240,ESP,Spain,3240,GIN,Guinea,0.01,"5,435 "
27607290,8400,USA,United States,3240,GIN,Guinea,6.35,"6,351,966 "
27607600,2500,FRA,France,6240,GNB,Guinea-Bissau,0.02,"16,087 "
27607610,2760,DEU,Germany,6240,GNB,Guinea-Bissau,0.00,"1,556 "
27607640,3720,IRL,Ireland,6240,GNB,Guinea-Bissau,0.23,"229,308 "
27604480,3920,JPN,Japan,6240,GNB,Guinea-Bissau,2.13,"2,128,930 "
27606260,4420,LUX,Luxembourg,6240,GNB,Guinea-Bissau,0.00,"4,595 "
27607680,6200,PRT,Portugal,6240,GNB,Guinea-Bissau,0.63,"631,347 "
27607880,7240,ESP,Spain,6240,GNB,Guinea-Bissau,0.60,"595,266 "
27607920,8400,USA,United States,6240,GNB,Guinea-Bissau,0.01,"6,452 "
27607940,1240,CAN,Canada,3280,GUY,Guyana,0.11,"109,545 "
27608000,3920,JPN,Japan,3280,GUY,Guyana,0.02,"17,985 "
27608070,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3280,GUY,Guyana,0.01,"12,360 "
27607620,8400,USA,United States,3280,GUY,Guyana,1.12,"1,123,137 "
27608580,560,BEL,Belgium,3320,HTI,Haiti,0.01,"12,251 "
27608600,1240,CAN,Canada,3320,HTI,Haiti,8.39,"8,387,429 "
27608620,2020,CZE,Czech Republic,3320,HTI,Haiti,0.01,"6,388 "
27608680,2460,FIN,Finland,3320,HTI,Haiti,0.89,"889,366 "
27608850,2500,FRA,France,3320,HTI,Haiti,5.58,"5,578,796 "
27608940,2760,DEU,Germany,3320,HTI,Haiti,0.26,"264,499 "
27607160,3520,ISL,Iceland,3320,HTI,Haiti,0.06,"57,588 "
300080,3720,IRL,Ireland,3320,HTI,Haiti,0.10,"99,575 "
3000320,3800,ITA,Italy,3320,HTI,Haiti,0.12,"115,257 "
3000380,3920,JPN,Japan,3320,HTI,Haiti,0.58,"577,973 "
3000760,4420,LUX,Luxembourg,3320,HTI,Haiti,0.06,"64,908 "
30001520,5780,NOR,Norway,3320,HTI,Haiti,0.04,"42,762 "
30001560,4070,KOR,Republic of Korea,3320,HTI,Haiti,1.18,"1,184,718 "
30008920,7240,ESP,Spain,3320,HTI,Haiti,0.69,"690,543 "
30002200,7560,CHE,Switzerland,3320,HTI,Haiti,1.59,"1,589,732 "
30002300,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3320,HTI,Haiti,0.00,695 
30002720,8400,USA,United States,3320,HTI,Haiti,5.20,"5,195,890 "
30004000,1240,CAN,Canada,3400,HND,Honduras,0.65,"645,513 "
30004540,2080,DNK,Denmark,3400,HND,Honduras,0.01,"13,904 "
30004840,2500,FRA,France,3400,HND,Honduras,0.75,"753,825 "
30004990,2760,DEU,Germany,3400,HND,Honduras,9.42,"9,421,614 "
30005040,3800,ITA,Italy,3400,HND,Honduras,0.00,"1,992 "
30005900,3920,JPN,Japan,3400,HND,Honduras,2.22,"2,223,628 "
30006220,4420,LUX,Luxembourg,3400,HND,Honduras,0.02,"20,208 "
30006880,7240,ESP,Spain,3400,HND,Honduras,0.22,"216,263 "
30007100,8400,USA,United States,3400,HND,Honduras,8.78,"8,778,795 "
30007290,360,AUS,Australia,3560,IND,India,0.01,"7,958 "
30007640,400,AUT,Austria,3560,IND,India,0.05,"46,249 "
30007880,560,BEL,Belgium,3560,IND,India,0.04,"40,189 "
30007920,1240,CAN,Canada,3560,IND,India,0.84,"837,507 "
30008070,2460,FIN,Finland,3560,IND,India,0.20,"196,966 "
30008580,2500,FRA,France,3560,IND,India,0.47,"471,790 "
30008620,2760,DEU,Germany,3560,IND,India,4.59,"4,591,844 "
30007160,3720,IRL,Ireland,3560,IND,India,0.67,"674,018 "
35203320,3800,ITA,Italy,3560,IND,India,0.87,"874,307 "
35204040,3920,JPN,Japan,3560,IND,India,1.01,"1,008,711 "
35204540,4420,LUX,Luxembourg,3560,IND,India,0.42,"416,361 "
35205080,5280,NLD,Netherlands,3560,IND,India,0.33,"326,251 "
35205860,6160,POL,Poland,3560,IND,India,0.00,"1,839 "
35207060,6200,PRT,Portugal,3560,IND,India,0.04,"42,453 "
35207680,4070,KOR,Republic of Korea,3560,IND,India,0.05,"46,527 "
35208000,6720,SVK,Slovakia,3560,IND,India,0.00,"1,163 "
372040,7240,ESP,Spain,3560,IND,India,1.18,"1,179,436 "
3720320,7520,SWE,Sweden,3560,IND,India,0.23,"228,471 "
37202040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3560,IND,India,46.09,"46,090,812 "
3720680,8400,USA,United States,3560,IND,India,0.53,"526,923 "
3720760,360,AUS,Australia,3600,IDN,Indonesia,45.54,"45,539,090 "
37208540,560,BEL,Belgium,3600,IDN,Indonesia,0.02,"15,807 "
37204060,1240,CAN,Canada,3600,IDN,Indonesia,0.28,"284,340 "
37201200,2460,FIN,Finland,3600,IDN,Indonesia,0.19,"192,329 "
37201700,2500,FRA,France,3600,IDN,Indonesia,0.20,"196,911 "
37208920,2760,DEU,Germany,3600,IDN,Indonesia,1.86,"1,860,466 "
37202200,3800,ITA,Italy,3600,IDN,Indonesia,0.09,"91,477 "
37202300,3920,JPN,Japan,3600,IDN,Indonesia,43.06,"43,058,198 "
37202880,5280,NLD,Netherlands,3600,IDN,Indonesia,6.67,"6,673,504 "
37203240,5540,NZL,New Zealand,3600,IDN,Indonesia,0.71,"714,746 "
37206240,5780,NOR,Norway,3600,IDN,Indonesia,0.03,"31,899 "
37203320,6160,POL,Poland,3600,IDN,Indonesia,0.01,"6,297 "
37203560,4070,KOR,Republic of Korea,3600,IDN,Indonesia,1.25,"1,252,069 "
37204040,8120,ARE,United Arab Emirates,3600,IDN,Indonesia,0.00,"1,634 "
37204220,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3600,IDN,Indonesia,1.45,"1,451,529 "
37204260,8400,USA,United States,3600,IDN,Indonesia,17.82,"17,816,186 "
37204300,2080,DNK,Denmark,3640,IRN,Iran (Islamic Republic of),0.01,"11,216 "
37204540,2500,FRA,France,3640,IRN,Iran (Islamic Republic of),0.16,"162,023 "
37204660,2760,DEU,Germany,3640,IRN,Iran (Islamic Republic of),0.44,"438,401 "
37204840,3800,ITA,Italy,3640,IRN,Iran (Islamic Republic of),0.00,161 
37205080,3920,JPN,Japan,3640,IRN,Iran (Islamic Republic of),0.31,"306,479 "
37205240,4070,KOR,Republic of Korea,3640,IRN,Iran (Islamic Republic of),0.00,"1,356 "
37205620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3640,IRN,Iran (Islamic Republic of),0.21,"209,984 "
37205660,360,AUS,Australia,3680,IRQ,Iraq,0.65,"646,990 "
37206040,400,AUT,Austria,3680,IRQ,Iraq,0.02,"16,384 "
37206080,2460,FIN,Finland,3680,IRQ,Iraq,0.04,"41,525 "
37208820,2500,FRA,France,3680,IRQ,Iraq,0.08,"78,604 "
37206860,2760,DEU,Germany,3680,IRQ,Iraq,0.24,"235,989 "
37206940,3920,JPN,Japan,3680,IRQ,Iraq,1.77,"1,774,487 "
37207100,4140,KWT,Kuwait,3680,IRQ,Iraq,0.86,"857,355 "
37207280,4070,KOR,Republic of Korea,3680,IRQ,Iraq,1.77,"1,770,999 "
37207290,8120,ARE,United Arab Emirates,3680,IRQ,Iraq,0.28,"283,147 "
37207640,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3680,IRQ,Iraq,1.18,"1,183,837 "
37206260,8400,USA,United States,3680,IRQ,Iraq,3.08,"3,081,259 "
37208000,1240,CAN,Canada,3880,JAM,Jamaica,0.15,"154,487 "
37207620,2020,CZE,Czech Republic,3880,JAM,Jamaica,0.00,"4,782 "
37208580,2460,FIN,Finland,3880,JAM,Jamaica,0.00,"2,490 "
37208680,2500,FRA,France,3880,JAM,Jamaica,0.03,"29,682 "
37208940,3920,JPN,Japan,3880,JAM,Jamaica,0.32,"321,167 "
37207160,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3880,JAM,Jamaica,0.03,"30,127 "
380040,8400,USA,United States,3880,JAM,Jamaica,5.24,"5,244,712 "
380080,1240,CAN,Canada,4000,JOR,Jordan,3.05,"3,054,946 "
3800120,2080,DNK,Denmark,4000,JOR,Jordan,0.06,"58,210 "
3800240,2500,FRA,France,4000,JOR,Jordan,0.29,"293,594 "
3800320,2760,DEU,Germany,4000,JOR,Jordan,3.30,"3,298,173 "
3800340,3000,GRC,Greece,4000,JOR,Jordan,0.00,"2,912 "
3800500,3920,JPN,Japan,4000,JOR,Jordan,1.36,"1,356,141 "
38008050,5780,NOR,Norway,4000,JOR,Jordan,0.00,989 
38002040,6160,POL,Poland,4000,JOR,Jordan,0.01,"7,834 "
3800680,4070,KOR,Republic of Korea,4000,JOR,Jordan,0.16,"158,625 "
3800570,7240,ESP,Spain,4000,JOR,Jordan,0.18,"176,579 "
