Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total,Total2
84004660,2760,DEU,Germany,8680,VNM,Viet Nam,1.03,"1,032,881 "
84005840,3720,IRL,Ireland,8680,VNM,Viet Nam,0.04,"39,774 "
84004780,3800,ITA,Italy,8680,VNM,Viet Nam,0.19,"187,732 "
84004800,3920,JPN,Japan,8680,VNM,Viet Nam,12.57,"12,566,639 "
84004840,4420,LUX,Luxembourg,8680,VNM,Viet Nam,0.72,"716,884 "
84004845,5540,NZL,New Zealand,8680,VNM,Viet Nam,1.35,"1,348,299 "
84004960,5780,NOR,Norway,8680,VNM,Viet Nam,0.02,"16,746 "
84005000,4070,KOR,Republic of Korea,8680,VNM,Viet Nam,1.89,"1,893,872 "
84005040,6720,SVK,Slovakia,8680,VNM,Viet Nam,0.00,"1,163 "
84005080,7560,CHE,Switzerland,8680,VNM,Viet Nam,0.43,"431,593 "
84001040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8680,VNM,Viet Nam,3.76,"3,756,980 "
84005160,8400,USA,United States,8680,VNM,Viet Nam,0.69,"694,211 "
84005240,1240,CAN,Canada,8850,YEM,Yemen,0.03,"34,132 "
84005580,2280,EST,Estonia,8850,YEM,Yemen,0.01,"9,958 "
84005620,2460,FIN,Finland,8850,YEM,Yemen,0.01,"8,272 "
84005660,2500,FRA,France,8850,YEM,Yemen,0.03,"30,475 "
84005860,2760,DEU,Germany,8850,YEM,Yemen,13.12,"13,120,727 "
8400955,3920,JPN,Japan,8850,YEM,Yemen,0.18,"176,576 "
84005900,5280,NLD,Netherlands,8850,YEM,Yemen,1.75,"1,754,499 "
84006000,4070,KOR,Republic of Korea,8850,YEM,Yemen,0.04,"41,916 "
84006040,8120,ARE,United Arab Emirates,8850,YEM,Yemen,0.05,"49,755 "
84006080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8850,YEM,Yemen,0.31,"307,555 "
84006220,8400,USA,United States,8850,YEM,Yemen,17.60,"17,601,990 "
84006460,400,AUT,Austria,8940,ZMB,Zambia,0.00,"2,089 "
84006560,1240,CAN,Canada,8940,ZMB,Zambia,0.08,"76,541 "
84006620,2020,CZE,Czech Republic,8940,ZMB,Zambia,0.01,"7,355 "
84008820,2080,DNK,Denmark,8940,ZMB,Zambia,0.51,"505,119 "
84006780,2460,FIN,Finland,8940,ZMB,Zambia,0.43,"425,614 "
84006860,2500,FRA,France,8940,ZMB,Zambia,0.10,"104,535 "
84006880,2760,DEU,Germany,8940,ZMB,Zambia,1.27,"1,272,166 "
84006900,3720,IRL,Ireland,8940,ZMB,Zambia,4.96,"4,963,730 "
84006940,3800,ITA,Italy,8940,ZMB,Zambia,0.04,"38,735 "
8400900,3920,JPN,Japan,8940,ZMB,Zambia,3.80,"3,795,672 "
84007060,5280,NLD,Netherlands,8940,ZMB,Zambia,2.45,"2,448,984 "
84007100,5780,NOR,Norway,8940,ZMB,Zambia,3.00,"3,002,037 "
84007280,6160,POL,Poland,8940,ZMB,Zambia,0.00,681 
84007340,4070,KOR,Republic of Korea,8940,ZMB,Zambia,0.04,"41,111 "
84007400,7240,ESP,Spain,8940,ZMB,Zambia,0.01,"10,654 "
84007480,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8940,ZMB,Zambia,3.68,"3,678,554 "
84007610,8400,USA,United States,8940,ZMB,Zambia,11.92,"11,923,844 "
84007640,400,AUT,Austria,7160,ZWE,Zimbabwe,0.02,"21,229 "
84004480,1240,CAN,Canada,7160,ZWE,Zimbabwe,0.01,"9,600 "
84006260,2020,CZE,Czech Republic,7160,ZWE,Zimbabwe,0.00,"4,317 "
84007680,2460,FIN,Finland,7160,ZWE,Zimbabwe,0.12,"119,635 "
84007760,2500,FRA,France,7160,ZWE,Zimbabwe,0.07,"67,032 "
84007880,2760,DEU,Germany,7160,ZWE,Zimbabwe,8.20,"8,199,940 "
84007940,3000,GRC,Greece,7160,ZWE,Zimbabwe,0.01,"14,121 "
84008000,3720,IRL,Ireland,7160,ZWE,Zimbabwe,0.34,"336,986 "
84008070,3920,JPN,Japan,7160,ZWE,Zimbabwe,0.26,"255,551 "
84007620,5780,NOR,Norway,7160,ZWE,Zimbabwe,2.24,"2,239,299 "
84005480,6200,PRT,Portugal,7160,ZWE,Zimbabwe,0.01,"14,195 "
84008680,4070,KOR,Republic of Korea,7160,ZWE,Zimbabwe,0.15,"153,027 "
84008850,7240,ESP,Spain,7160,ZWE,Zimbabwe,0.01,"10,978 "
84008940,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7160,ZWE,Zimbabwe,30.71,"30,712,130 "
84007160,8400,USA,United States,7160,ZWE,Zimbabwe,0.02,"20,250 "
